Date,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,DJI,IXIC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU,target
2011-05-25,0.0031831692,-0.0008273803,-0.011925585,-0.0076882675,-1.5074501138,-1.6101861073,-1.9928432797,-2.5957881856,1329.78695444,1333.69382788,1327.66559369,1260.98195166,0.04,0.06,0.1,1.81,3.13,0.0166448098,-0.0004911591,4.97,5.77,0.0138173453,-0.0052258963,0.0062826702,0.007753147,-0.0016532829,0.0016563561,-0.0025334782,0.0082420715,0.0031118114,0.0055422741,0.0130070191,0.0051996806,3.09,3.07,3.03,0.02,0.06,0.8,2.64,5.67,5.71,5.73,-0.0909090909,-0.0357142857,0.0,-0.24,2.13,0.28,2.22,1.74,0.43,0.19,-0.12,0.38,0.22,0.34,0.78,-0.74,-0.08,4.21,1.11,0.23,-0.78,0.01,0.07,1.92,3.35,-0.03,1
2011-05-26,0.0039531153,0.0031831692,-0.0008273803,-0.011925585,-1.3329886365,-1.7024493079,-0.7048187528,-2.5571886034,1329.04204291,1332.93155294,1327.58811711,1261.62581225,0.04,0.05,0.1,1.72,3.07,-0.0059535622,-0.0050778051,4.92,5.71,-0.005285314,0.0142515608,0.0104058798,-0.0117664654,0.0042583629,0.0198428681,0.0050798986,0.0052464618,0.0006534758,0.0078004621,0.012182197,0.0055802259,3.03,3.02,2.97,0.01,0.06,0.79,2.64,5.61,5.66,5.67,0.0,-0.1111111111,-0.0497237569,1.03,0.1,-0.22,0.12,-1.08,-0.86,0.47,0.37,0.27,-0.25,0.68,-1.21,1.49,1.76,-0.83,1.65,0.76,-0.87,-0.53,-0.5,1.99,-1.66,-0.45,1
2011-05-27,0.0040809203,0.0039531153,0.0031831692,-0.0008273803,-0.1627610287,-0.4985942203,-0.6790012933,-2.3841134458,1329.41621256,1332.75711704,1327.72583707,1262.31709746,0.04,0.05,0.11,1.71,3.07,0.0039928129,0.0095488969,4.95,5.72,0.007193994,-0.0044615128,0.0010299176,0.0192336279,0.0080094227,0.0036481557,0.0158844038,0.0029129506,0.0031299737,0.0050091937,0.0064871942,0.0053562105,3.03,3.02,2.96,0.01,0.07,0.77,2.65,5.61,5.67,5.68,0.1,0.0,-0.0058139535,0.59,-0.02,0.8,1.75,0.36,0.71,0.15,1.31,0.92,0.89,0.31,4.44,-0.21,1.04,1.42,0.58,0.26,-1.91,-0.81,-0.79,0.21,2.09,1.16,1
2011-05-31,0.0105927243,0.0040809203,0.0039531153,0.0031831692,2.1125390821,1.1831767805,-0.0809697739,-1.1768869353,1332.28598319,1333.94214885,1328.41109644,1263.14180247,0.04,0.06,0.12,1.68,3.05,0.0210777491,0.002283105,4.94,5.7,0.0308823222,0.0131870238,0.0102879624,0.007787989,0.0105164989,0.0100969305,0.00817349,0.0101658481,0.0103049581,0.0137439631,0.0143974097,0.010843876,3.01,2.99,2.93,0.02,0.08,0.76,2.65,5.58,5.64,5.66,0.0909090909,-0.0625,-0.0175438596,-0.18,1.79,1.8,0.16,2.1,1.8,0.79,0.81,0.45,-0.03,1.68,3.28,1.79,0.66,0.18,1.35,1.05,0.31,-0.44,-0.43,-0.71,1.05,-0.2,1
2011-06-01,-0.022784644,0.0105927243,0.0040809203,0.0039531153,-0.1314294802,-1.0857899455,-3.139643368,-3.1010855033,1329.06126788,1332.0952822,1327.86752595,1263.65332732,0.04,0.05,0.11,1.6,2.96,-0.023369036,-0.001789782,4.88,5.64,-0.0066699337,-0.021811012,-0.0259674148,-0.0120374199,-0.034227658,-0.0231907237,-0.050405356,-0.017251731,-0.0222478172,-0.0233167943,-0.0317104378,-0.0230841051,2.92,2.91,2.85,0.01,0.07,0.76,2.68,5.53,5.59,5.6,-0.0833333333,-0.0222222222,-0.0476190476,-0.65,-1.88,-1.03,-1.68,-2.35,-0.95,-2.26,-0.57,-0.39,0.42,-2.2,-0.79,0.21,-1.07,-1.6,-3.27,-2.38,-1.13,0.04,0.05,-3.26,-4.31,0.35,0
2011-06-02,-0.0012248358,-0.022784644,0.0105927243,0.0040809203,-0.5702537858,-2.0691076083,-2.1712577458,-2.5517328013,1326.13011754,1330.27096399,1327.28213046,1264.14374138,0.04,0.04,0.11,1.65,3.04,0.0010967099,0.0037489813,4.99,5.74,0.0017076265,0.0064968817,-0.0020909044,0.0,-0.0035918824,-0.0085960295,0.008166258,-0.0085334269,-0.0033840008,0.0014878423,-0.0008644046,-0.000462481,3.0,3.0,2.93,0.0,0.07,0.75,2.7,5.63,5.7,5.7,0.0,0.0227272727,0.03125,0.67,0.88,-1.84,-0.56,0.11,-1.92,-0.29,1.24,-1.48,-0.67,0.28,3.56,-1.65,-0.02,-3.95,-0.05,0.04,0.07,-0.47,-0.47,1.44,-1.71,-0.44,0
2011-06-03,-0.0097338093,-0.0012248358,-0.022784644,0.0105927243,-1.9257826593,-3.2331008318,-3.5954464937,-2.6170281348,1321.40828417,1327.40325637,1326.21851884,1264.50211245,0.04,0.04,0.1,1.6,2.99,-0.0012946918,0.0003247808,4.97,5.72,-0.0076855795,-0.027523817,-0.0141435306,-0.005866531,-0.0009613314,-0.0127992986,-0.0110456186,-0.0018443624,-0.0079429843,-0.0146143162,-0.0153041916,-0.0067179257,2.95,2.95,2.89,0.0,0.06,0.75,2.73,5.62,5.68,5.68,-0.0909090909,-0.0666666667,-0.0303030303,0.4,0.26,-0.01,1.23,-0.18,0.21,-0.92,1.01,-0.08,0.63,-1.66,-1.81,-0.31,0.02,-0.04,-1.48,-1.24,-1.07,-0.77,-0.74,0.05,0.11,0.56,0
2011-06-06,-0.0107602062,-0.0097338093,-0.0012248358,-0.022784644,-3.3753987537,-3.5326659486,-3.8571634308,-4.0314810458,1315.00133141,1323.47628376,1324.64799041,1264.71771376,0.03,0.05,0.1,1.6,3.01,-0.0120662146,0.0058441558,5.01,5.76,-0.0157233193,-0.0139656165,-0.0191286397,-0.0006051294,-0.0250180659,0.0041823505,-0.0223380855,-0.0109632791,-0.0050447284,-0.0110583251,-0.0158514075,-0.0129260922,2.98,2.96,2.91,0.02,0.07,0.75,2.75,5.66,5.71,5.73,0.0,0.0238095238,0.0,-0.03,-1.17,-0.52,0.17,-1.21,-0.13,-0.31,-0.41,0.23,0.31,-0.59,2.55,-1.26,-0.02,0.8,-1.59,-0.87,0.14,0.26,0.23,-3.77,1.49,0.1,0
2011-06-07,-0.0009564078,-0.0107602062,-0.0097338093,-0.0012248358,-4.4796321882,-2.4617270868,-3.3494573756,-4.556974814,1309.53562406,1319.80615588,1323.090812,1264.91892995,0.01,0.05,0.11,1.59,3.01,0.001110326,-0.0025823112,5.01,5.76,-0.0177494026,0.0100166998,0.0010834778,-0.00832707,0.004687935,0.002082424,-0.0186595583,-0.0036119192,-0.0015839913,-0.0003700195,0.0028038789,0.0019492456,3.0,2.96,2.9,0.04,0.1,0.75,2.75,5.65,5.71,5.75,0.1,-0.0930232558,-0.00625,0.0,2.01,0.22,0.17,0.08,0.23,-0.12,0.78,0.11,-0.21,-0.01,0.08,0.53,0.54,0.72,0.11,-0.02,0.22,-0.64,-0.58,-0.62,0.95,0.02,0
2011-06-08,-0.0041868743,-0.0009564078,-0.0107602062,-0.0097338093,-2.6617465061,-2.7896776667,-3.7186354756,-5.7178205264,1304.08552132,1315.97319427,1321.38372365,1265.06461283,0.01,0.04,0.11,1.52,2.98,0.016031458,-0.0046925566,4.95,5.71,0.0006023491,0.0026659557,0.0016233766,0.0097709771,-0.0081041747,-0.0049874483,-0.015909934,0.009500025,-0.0018117376,-0.0096907622,-0.01192403,-0.0061905758,2.97,2.94,2.87,0.03,0.1,0.76,2.73,5.6,5.67,5.7,0.0,0.0,-0.0440251572,-0.87,0.92,-0.87,-0.94,1.67,-0.75,-0.35,-0.78,-1.04,-0.34,-1.13,0.33,0.11,0.44,-1.14,-1.26,-0.6,-0.05,0.56,0.56,1.42,-0.89,-0.43,0
2011-06-09,0.0073774896,-0.0041868743,-0.0009564078,-0.0107602062,-1.8233843188,-2.3832401865,-3.8547641435,-3.9550516914,1301.34269926,1313.40431863,1320.1137737,1265.30277589,0.02,0.05,0.1,1.6,3.01,0.0117098343,0.0,4.97,5.74,-0.0022574074,0.0086678542,0.0037817396,0.0096764441,0.0146076013,0.0008353383,0.0339115917,0.0052005695,0.0062594651,0.0035472473,0.0058373143,0.0084515339,2.99,2.96,2.91,0.03,0.08,0.77,2.73,5.64,5.69,5.72,-0.0909090909,0.1025641026,0.0526315789,0.1,1.46,0.97,-0.02,1.18,1.41,0.69,-0.47,0.77,0.26,0.2,-3.57,0.21,0.32,2.2,0.55,0.82,0.59,0.35,0.35,-0.5,2.12,0.44,1
2011-06-10,-0.0139798448,0.0073774896,-0.0041868743,-0.0009564078,-2.2443432529,-4.126904739,-5.4048822043,-5.7590955858,1295.82220485,1309.36390543,1318.18695826,1265.35926548,0.02,0.05,0.1,1.58,2.99,-0.0259931339,-0.0055275565,4.93,5.7,-0.016863203,-0.0166068859,-0.0139935414,-0.0103324799,0.0017081259,-0.0104340572,0.0022884059,-0.0172456393,-0.0142234469,-0.0153229524,-0.0165270952,-0.0163515938,2.97,2.94,2.89,0.03,0.08,0.77,2.71,5.6,5.65,5.68,0.0,-0.0465116279,-0.0125,-0.9,-0.66,-1.68,-1.27,-2.59,-1.15,-1.42,-1.1,-1.38,-0.88,-1.39,1.78,0.21,-0.56,-2.93,-1.48,-1.42,0.21,0.81,0.82,1.57,-3.67,-0.81,0
2011-06-13,0.0006687564,-0.0139798448,0.0073774896,-0.0041868743,-1.1149449536,-4.4527098692,-4.6082236215,-4.9291031354,1291.45997779,1305.78924358,1316.36903661,1265.42365046,0.02,0.05,0.11,1.59,3.0,-0.0211480363,-0.001961746,4.98,5.72,0.0021478766,-0.0012866885,0.0038209061,0.0075654415,0.0151035083,0.0139182629,0.0235920463,-0.0068939083,8.86528585113e-05,-0.0015281587,-0.0030017267,8.3569e-05,2.98,2.95,2.89,0.03,0.09,0.74,2.72,5.61,5.67,5.7,0.1,-0.0243902439,0.0063291139,0.65,0.27,0.09,-0.54,-2.0,0.26,0.1,0.48,0.1,-0.89,0.09,-2.33,-0.53,-0.57,-3.67,0.19,0.18,-0.74,-0.27,-0.39,-2.59,-4.06,-1.09,1
2011-06-14,0.0126117795,0.0006687564,-0.0139798448,0.0073774896,0.2280304243,-4.2618166881,-2.2393101492,-3.1290647331,1290.80725365,1304.08264847,1315.25142713,1265.64699717,0.03,0.05,0.11,1.7,3.11,0.0223251029,-0.0067158067,5.06,5.82,0.0178811849,0.0197005429,0.0114193046,0.0076588381,-0.0014398129,0.0074874373,0.0044609665,0.0145146277,0.0103020946,0.0147858388,0.0216031623,0.0144329667,3.08,3.06,3.0,0.02,0.08,0.76,2.71,5.71,5.77,5.79,0.0,0.125,0.0691823899,0.75,0.89,1.5,3.08,2.13,1.53,1.12,0.17,0.53,0.58,1.24,-1.4,0.85,0.11,1.94,2.38,1.45,0.99,0.12,-0.24,-1.98,1.87,0.59,1
2011-06-15,-0.0174318457,0.0126117795,0.0006687564,-0.0139798448,-1.1050684882,-3.7374008724,-3.8639183061,-4.782610495,1286.19139735,1300.40049567,1313.29725524,1265.64473893,0.02,0.05,0.11,1.55,2.98,-0.0456878334,0.0090699208,4.96,5.72,-0.0171158888,-0.0209518365,-0.0112903763,-0.0140088529,-0.02235042,-0.0198182915,-0.0173945596,-0.0213982715,-0.0148094722,-0.0176427587,-0.0182999385,-0.0202833672,2.96,2.93,2.87,0.03,0.09,0.76,2.74,5.61,5.67,5.7,0.0,-0.1555555556,-0.0882352941,-1.09,-2.55,-1.46,-0.77,-4.59,-1.12,-1.54,-1.89,-1.03,0.12,-1.85,-0.09,0.52,-1.35,-0.01,-1.92,-1.9,0.8,1.85,1.71,-2.8,1.22,0.43,0
2011-06-16,0.0017543353,-0.0174318457,0.0126117795,0.0006687564,-1.6570973623,-3.4502664277,-4.0008449386,-5.4479843108,1282.81841874,1297.28044989,1311.50677523,1265.66459242,0.02,0.05,0.11,1.52,2.93,0.0012654223,-0.0042490603,4.92,5.68,-0.0048661088,-0.0125282399,0.0027189779,0.0024183191,-0.0078662488,0.0109519798,0.0094161962,0.0071192089,0.0054003988,-0.0029489371,0.0026684576,-0.0005283712,2.91,2.88,2.82,0.03,0.09,0.76,2.75,5.57,5.63,5.66,0.0,0.0,-0.0193548387,-0.06,-2.63,-0.38,-0.12,0.15,-0.18,0.55,0.32,-0.82,0.24,-0.44,-3.6,-1.77,-0.15,0.42,0.26,0.28,-0.36,0.2,0.2,-5.69,-0.81,-0.12,1
2011-06-17,0.0030450167,0.0017543353,-0.0174318457,0.0126117795,0.0409148852,-2.2043466382,-4.0876783722,-5.3661787204,1280.76052442,1294.82516895,1309.93788209,1265.72265618,0.02,0.04,0.1,1.53,2.94,-0.0203264876,0.0093549975,4.96,5.73,-0.0150695048,0.0148107873,0.0027114424,-0.0004523372,0.0109018332,0.0108333333,0.0197761575,-0.0025246655,0.0035815534,-0.002751828,0.0002687284,0.0045845804,2.92,2.9,2.84,0.02,0.08,0.77,2.79,5.63,5.69,5.71,-0.0909090909,0.0,0.0065789474,0.68,-0.71,0.99,-0.34,-2.04,1.36,0.67,0.69,-0.48,0.61,1.21,-1.97,-0.74,0.91,0.52,0.64,0.82,-0.07,-1.0,-1.0,0.15,0.9,0.7,1
2011-06-20,0.0053951907,0.0030450167,0.0017543353,-0.0174318457,0.5134356971,-0.6072337819,-3.9621359741,-4.1184481895,1280.32406271,1293.25705619,1308.69953318,1265.84840075,0.02,0.03,0.1,1.55,2.97,0.002257579,0.0042276423,4.96,5.73,-0.0154249178,0.0072436875,-0.0005408329,0.003318766,-0.0078431129,0.008656183,-0.0139040981,0.0087319922,0.0063326599,0.0050372761,0.0086088647,0.0040137389,2.95,2.94,2.87,0.01,0.08,0.77,2.76,5.63,5.7,5.71,0.0,0.0,0.0130718954,-0.48,-1.34,-0.76,-0.68,0.27,-0.34,-0.28,-0.01,-0.26,0.19,-1.16,-0.18,0.11,-0.31,0.24,1.46,-0.44,-0.47,0.05,0.05,-2.3,0.53,0.06,1
2011-06-21,0.0134234763,0.0053951907,0.0030450167,0.0017543353,0.5940059967,0.8233909354,-3.6931261381,-1.658605789,1283.08696403,1293.47257655,1308.18268953,1266.14364074,0.01,0.03,0.1,1.57,2.99,0.0050412957,0.0004857513,4.98,5.74,0.0316503579,0.0346792828,0.0178570887,-0.0003007668,0.0106225296,0.0118512878,0.0189238583,0.0107891232,0.0090750361,0.0219040104,0.0226892444,0.0154440244,2.98,2.96,2.89,0.02,0.09,0.76,2.75,5.64,5.71,5.73,0.0,0.0526315789,0.0129032258,0.13,-0.66,1.84,0.37,0.15,1.75,0.62,0.68,1.33,0.29,2.0,1.64,1.07,0.21,0.85,1.82,1.12,-0.25,-0.75,-0.65,2.85,0.86,0.37,1
2011-06-22,-0.0064684489,0.0134234763,0.0053951907,0.0030450167,1.7164238154,0.5923876685,-2.0851266957,-2.2138157047,1283.82388239,1292.86947545,1307.35748661,1266.35255989,0.01,0.02,0.09,1.58,3.01,0.0134471718,0.005016993,4.98,5.75,-0.0082692746,-0.0133861456,-0.0132908035,-0.0063167095,-0.0053776827,-0.0044426494,-0.0032774218,-0.0093086757,-0.00659063,-0.0067243471,-0.0080608158,-0.0066734152,3.0,2.99,2.92,0.01,0.08,0.77,2.74,5.66,5.73,5.74,-0.1,-0.025,0.0063694268,-0.2,2.94,-0.05,0.0,2.15,0.09,-0.54,-0.37,0.09,0.45,-0.65,-1.62,1.69,0.34,0.99,-0.72,-0.64,-0.21,0.35,0.32,-5.96,-0.11,0.1,0
2011-06-23,-0.0028279868,-0.0064684489,0.0134234763,0.0053951907,1.2511426598,-0.4266873545,-2.2422915231,-2.7997585566,1283.76499468,1291.97714446,1306.4218989,1266.52318118,0.01,0.01,0.07,1.48,2.93,-0.0448609941,-0.0190016103,4.92,5.69,0.0267195994,0.0132025201,-0.0096982764,-0.0060542152,-0.0152371348,-0.0008113996,-0.0120569963,-0.017288875,-0.0049274606,0.0065787971,0.0035130684,-0.0058949284,2.92,2.92,2.86,0.0,0.06,0.77,2.76,5.62,5.68,5.68,-0.2222222222,-0.1025641026,-0.0632911392,-0.4,-6.09,-2.17,-1.2,-4.6,-1.92,-0.39,-0.66,-1.81,-2.11,0.36,-2.87,-0.1,-0.13,-4.71,0.36,-0.21,-0.21,0.94,0.9,1.39,-2.78,-1.74,0
2011-06-24,-0.0117257881,-0.0028279868,-0.0064684489,0.0134234763,-0.2398780181,-0.1990612787,-2.4389369132,-4.3177509484,1280.98044129,1289.73645937,1304.9328029,1266.54235302,0.01,0.02,0.07,1.4,2.88,0.0020948181,-0.0054169402,4.93,5.71,-0.0147329887,-0.0082921352,-0.0223068565,-0.0092888689,-0.0144746194,-0.0133982953,0.0081360574,-0.0211627098,-0.0095784168,-0.0126026266,-0.0060921102,-0.009853374,2.87,2.86,2.81,0.01,0.06,0.78,2.83,5.64,5.69,5.7,0.0,0.0,-0.0540540541,-0.32,-2.0,-0.01,1.41,0.15,-0.26,-0.79,-0.46,0.43,-1.29,-1.33,0.86,0.73,-0.06,-1.04,-0.41,-1.02,-0.61,0.41,0.29,-2.19,-2.81,-1.23,0
2011-06-27,0.0091844578,-0.0117257881,-0.0028279868,-0.0064684489,0.1361111909,0.6502457314,-0.4719491041,-3.8314176936,1280.82035669,1288.81869905,1303.95896655,1266.67725474,0.01,0.02,0.1,1.47,2.95,-0.0026405545,-0.0110579304,5.04,5.82,0.0174352228,0.045183053,0.0172510861,0.002920412,0.0098758921,0.0370371209,0.006969956,0.0148476037,0.0091314057,0.0133402204,0.0092129974,0.0070673154,2.94,2.93,2.85,0.01,0.09,0.78,2.87,5.72,5.8,5.81,0.4285714286,0.1714285714,0.05,-0.49,0.83,0.17,-1.15,-0.6,-0.29,0.92,0.64,0.37,-0.3,1.87,0.64,-0.83,-1.09,-1.85,1.3,0.97,0.07,-0.5,-0.37,0.71,-2.07,-0.34,1
2011-06-28,0.0129443546,0.0091844578,-0.0117257881,-0.0028279868,0.0887692959,0.6833025875,0.9128911497,-3.6076352043,1283.70211802,1289.56644618,1303.67312645,1266.97569045,0.01,0.03,0.11,1.62,3.05,0.0248207391,0.0006675567,5.09,5.86,0.0096976904,0.0054658683,0.0087527348,0.0101150038,-0.0085255765,0.0238094435,0.0014571584,0.0219455729,0.0120504955,0.0152625581,0.0151153623,0.0130617428,3.04,3.02,2.94,0.02,0.1,0.77,2.81,5.75,5.83,5.85,0.1,0.1707317073,0.1020408163,0.86,2.63,1.53,1.01,2.52,0.89,1.26,0.6,0.91,0.25,1.56,2.37,0.63,0.91,0.16,1.68,1.43,-0.18,-0.45,-0.44,3.52,0.95,0.27,1
2011-06-29,0.0082827471,0.0129443546,0.0091844578,-0.0117257881,1.5748107249,3.3182649666,2.1765273778,-0.5431527697,1288.0126482,1291.2658355,1303.81967184,1267.37802223,0.01,0.02,0.11,1.7,3.14,0.0209903122,0.0035023349,5.13,5.89,-0.0036389726,0.0090436716,0.0065074834,0.0060687904,0.0230146681,-0.0069766669,0.0210985813,0.0077860483,0.0059669652,0.004096248,0.0031933844,0.0113717119,3.13,3.12,3.03,0.01,0.1,0.76,2.75,5.78,5.87,5.88,0.0,-0.0208333333,0.049382716,1.32,3.33,1.82,2.88,2.02,1.78,0.63,0.47,1.67,0.68,0.44,-0.96,1.45,1.96,3.32,0.38,0.75,0.19,-0.56,-0.49,-0.84,2.62,0.74,1
2011-06-30,0.0101192286,0.0082827471,0.0129443546,0.0091844578,2.893651344,4.1809977101,2.4546171451,0.5864757221,1293.94489671,1294.0633764,1304.47929315,1267.90799231,0.01,0.03,0.1,1.76,3.18,0.0047443332,0.0008309789,5.14,5.9,0.004879652,0.001518327,0.0161639017,0.0031669282,0.0121136709,0.0148321228,-0.0003562879,0.0140809595,0.0124716324,0.0120526001,0.0091594426,0.0110104647,3.17,3.15,3.08,0.02,0.09,0.76,2.72,5.8,5.87,5.89,-0.0909090909,-0.0425531915,0.0352941176,0.43,0.07,1.54,1.47,0.69,0.94,1.04,0.48,1.28,-0.5,1.18,1.37,0.31,-0.17,0.18,0.79,0.86,0.96,-0.57,-0.52,-11.06,-0.32,-0.79,1
2011-07-01,0.014409702,0.0101192286,0.0082827471,0.0129443546,5.6147341836,5.3613876524,5.4044961432,3.0388574458,1302.25855985,1298.40686856,1305.85932259,1268.62204257,0.01,0.02,0.1,1.8,3.22,-0.0051416579,-0.0149452009,5.16,5.91,0.022611499,0.0244510728,0.0180275706,0.0117258875,0.0156327068,0.0007692308,0.0217391668,0.0077415215,0.0135673495,0.0153270965,0.0152399419,0.0127875449,3.21,3.2,3.12,0.01,0.09,0.75,2.69,5.81,5.89,5.9,0.0,0.1111111111,0.0227272727,0.52,-0.63,0.62,0.47,-0.5,0.59,1.37,0.13,0.8,-1.33,1.48,-1.44,0.31,0.12,-3.21,1.36,1.46,0.69,0.04,0.07,1.87,-2.39,-0.91,1
2011-07-05,-0.001336179,0.014409702,0.0101192286,0.0082827471,4.5137122165,4.6559670749,5.1933081689,4.020460688,1308.73518624,1302.16621488,1307.11503563,1269.31117653,0.01,0.02,0.08,1.7,3.16,0.0222550364,0.0182063385,5.13,5.9,0.0179746806,0.0176619262,-0.0083333329,0.0047548289,-0.0132275847,0.0003843582,-0.0087199163,-0.004999439,-0.0010251649,0.0034587667,0.0018808831,-0.0024747059,3.15,3.14,3.08,0.01,0.07,0.77,2.74,5.82,5.88,5.89,-0.2,-0.12,-0.0555555556,-0.43,1.99,-0.44,0.49,2.05,0.11,-0.1,-0.81,0.02,2.02,0.71,1.21,0.0,-0.61,3.83,0.51,0.15,-0.9,0.55,0.55,1.54,3.99,1.36,0
2011-07-06,0.0010015592,-0.001336179,0.014409702,0.0101192286,3.2814768257,3.3731590655,3.9872018293,4.2243242869,1314.27787438,1305.69514404,1308.3740527,1270.00678642,0.01,0.01,0.06,1.66,3.12,-0.002579447,0.0114238411,5.08,5.85,0.0066679793,0.0046906515,0.000525105,-0.0010351966,-0.0114549844,0.0115251244,-0.0105559113,-0.0003676226,0.0044669844,0.0029195582,0.0042893289,-0.0009696339,3.11,3.11,3.06,0.0,0.05,0.77,2.73,5.79,5.84,5.84,-0.25,-0.0227272727,-0.0235294118,0.06,0.01,-0.53,-0.28,-0.25,-0.27,0.29,-0.73,-0.35,1.08,0.14,-3.35,1.2,0.11,1.44,0.32,-0.07,-0.17,0.61,0.58,-1.75,1.18,0.87,1
2011-07-07,0.0104538465,0.0010015592,-0.001336179,0.014409702,3.5038691618,5.133859194,6.9384017913,5.7566592113,1321.35825558,1310.22131803,1310.13271616,1270.83477831,0.03,0.03,0.07,1.74,3.17,0.0209992759,0.0001636929,5.07,5.86,0.015465133,0.0119053316,0.0131233603,0.0054773499,0.0187376475,0.0167109761,0.0192033777,0.0096849454,0.0074030222,0.0136343045,0.0152384621,0.0094860477,3.14,3.14,3.1,0.0,0.04,0.79,2.69,5.79,5.83,5.83,0.1666666667,0.1395348837,0.0481927711,0.76,4.37,0.47,2.43,2.09,0.64,0.89,0.3,0.9,0.1,1.69,-1.99,0.0,0.59,1.72,1.55,1.2,0.67,-0.24,-0.21,1.78,1.45,0.2,1
2011-07-08,-0.0069611166,0.0104538465,0.0010015592,-0.001336179,1.7536977327,4.6980949747,6.0080175049,4.251361443,1325.43858166,1313.41929241,1311.45300372,1271.5608009,0.03,0.03,0.07,1.57,3.03,-0.0253292806,0.0091653028,4.98,5.76,0.0070268476,0.0071052596,-0.0160621252,-0.005153092,-0.0140367377,0.0056032873,-0.0125610956,0.0007284726,-0.0048972119,-0.004473155,-0.0064560232,-0.0077794293,3.0,3.0,2.96,0.0,0.04,0.78,2.73,5.69,5.73,5.73,0.0,-0.1836734694,-0.0977011494,-0.19,-0.22,-1.66,-0.68,-2.5,-0.95,-0.52,-0.63,-1.08,0.72,-0.29,1.74,0.79,0.59,0.02,-0.61,-0.74,-1.01,0.33,0.29,2.32,0.71,0.76,0
2011-07-11,-0.0180905329,-0.0069611166,0.0104538465,0.0010015592,-1.5063450952,4.0238118153,3.7742815572,3.8167406854,1324.35701954,1313.99745409,1311.76817966,1272.03770826,0.02,0.03,0.07,1.49,2.94,-0.0108108108,0.0090820629,4.89,5.7,-0.0158738542,-0.026250669,-0.0189573986,-0.0044398846,-0.0321551776,-0.0107726969,-0.0250883048,-0.0063090999,-0.0119647652,-0.0199978113,-0.0223207817,-0.0215762012,2.92,2.91,2.87,0.01,0.05,0.81,2.76,5.63,5.67,5.68,0.0,-0.075,-0.050955414,-0.94,-0.92,-2.67,-0.98,-1.09,-2.32,-1.0,-1.64,-1.06,0.49,-1.72,1.97,-0.79,-1.36,-2.75,-1.78,-1.73,-0.04,1.14,1.08,-1.43,-2.43,0.64,0
2011-07-12,-0.0044335122,-0.0180905329,-0.0069611166,0.0104538465,-1.8118209338,2.6201108998,2.7597883549,3.2873937906,1322.40847326,1313.96341227,1311.84158496,1272.45166156,0.01,0.03,0.07,1.47,2.92,0.0236443884,-0.0032144005,4.87,5.69,-0.0007062683,-0.0062103363,-0.013419217,-0.0035676826,-0.0010144814,-0.003379572,-0.0072490395,-0.0001221367,-0.0047082212,-0.0073895869,-0.0045228281,-0.0043725419,2.91,2.89,2.85,0.02,0.06,0.82,2.77,5.62,5.66,5.68,0.0,0.0,-0.0134228188,-0.48,0.44,-0.98,0.5,2.4,-0.83,-0.61,-0.41,-0.9,0.85,-0.95,1.05,-1.59,-0.65,-0.17,-0.52,-0.59,-0.54,-0.18,-0.24,4.6,1.03,0.84,0
2011-07-13,0.0031058402,-0.0044335122,-0.0180905329,-0.0069611166,-1.6054121403,1.6233834581,1.71359382,2.3177786668,1321.5560183,1314.32117977,1312.07210991,1272.9020925,0.01,0.01,0.05,1.45,2.92,0.0064675085,0.0183811674,4.86,5.68,0.0120706915,0.0107465987,0.0070729601,0.0089511862,0.0058390456,0.0033910323,0.0051114277,0.0072048358,0.0035937094,0.0053955773,0.0086891064,0.0065972726,2.91,2.91,2.87,0.0,0.04,0.82,2.76,5.63,5.67,5.67,-0.2857142857,0.0,-0.0136054422,1.54,0.87,0.52,0.3,0.64,1.31,0.1,1.47,0.45,1.49,0.0,1.62,0.3,3.43,7.07,0.69,0.11,-2.61,-0.89,-0.79,7.27,5.59,0.96,1
2011-07-14,-0.006716128,0.0031058402,-0.0044335122,-0.0180905329,-3.2773663521,0.1116681808,1.6882374681,3.4336385935,1319.24946861,1313.80201931,1311.94653677,1273.25998208,0.01,0.01,0.05,1.51,2.98,-0.0233578131,0.0072830906,4.92,5.74,-0.0006982599,-0.0146135597,0.0010805511,0.0004436936,0.0184250131,-0.0060082616,-0.0090810022,-0.0029098568,-0.0043621465,-0.0122456134,-0.0163205493,-0.0067504879,2.97,2.97,2.93,0.0,0.04,0.82,2.76,5.69,5.73,5.73,0.0,0.027027027,0.0413793103,-0.42,-0.39,-1.13,-0.5,-2.41,-0.62,-0.35,-0.27,-0.84,0.24,-0.45,-0.57,-0.2,-0.68,1.42,-1.4,-0.42,0.48,0.01,0.05,-1.13,-0.08,0.32,0
