price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3780000,5830.0,2,1,1,yes,no,no,no,no,2.0,no,unfurnished
3780000,2856.0,3,1,3,yes,no,no,no,no,0.0,yes,furnished
3780000,8400.0,2,1,1,yes,no,no,no,no,1.0,no,furnished
3773000,8250.0,3,1,1,yes,no,no,no,no,2.0,no,furnished
3773000,2520.0,5,2,1,no,no,yes,no,yes,1.0,no,furnished
3773000,6930.0,4,1,2,no,no,no,no,no,1.0,no,furnished
3745000,3480.0,2,1,1,yes,no,no,no,no,0.0,yes,semi-furnished
3710000,3600.0,3,1,1,yes,no,no,no,no,1.0,no,unfurnished
3710000,4040.0,2,1,1,yes,no,no,no,no,0.0,no,semi-furnished
3710000,6020.0,3,1,1,yes,no,no,no,no,0.0,no,semi-furnished
3710000,4050.0,2,1,1,yes,no,no,no,no,0.0,no,furnished
3710000,3584.0,2,1,1,yes,no,no,yes,no,0.0,no,semi-furnished
3703000,3120.0,3,1,2,no,no,yes,yes,no,0.0,no,semi-furnished
3703000,5450.0,2,1,1,yes,no,no,no,no,0.0,no,furnished
3675000,3630.0,2,1,1,yes,no,yes,no,no,0.0,no,furnished
3675000,3630.0,2,1,1,yes,no,no,no,yes,0.0,no,unfurnished
3675000,5640.0,2,1,1,no,no,no,no,no,0.0,no,semi-furnished
3675000,3600.0,2,1,1,yes,no,no,no,no,0.0,no,furnished
3640000,4280.0,2,1,1,yes,no,no,no,yes,2.0,no,semi-furnished
3640000,3570.0,3,1,2,yes,no,yes,no,no,0.0,no,semi-furnished
3640000,3180.0,3,1,2,no,no,yes,no,no,0.0,no,semi-furnished
3640000,3000.0,2,1,2,yes,no,no,no,yes,0.0,no,furnished
3640000,3520.0,2,2,1,yes,no,yes,no,no,0.0,no,semi-furnished
3640000,5960.0,3,1,2,yes,yes,yes,no,no,0.0,no,unfurnished
3640000,4130.0,3,2,2,yes,no,no,no,no,2.0,no,semi-furnished
3640000,2850.0,3,2,2,no,no,yes,no,no,0.0,yes,unfurnished
3640000,2275.0,3,1,3,yes,no,no,yes,yes,0.0,yes,semi-furnished
3633000,3520.0,3,1,1,yes,no,no,no,no,2.0,yes,unfurnished
3605000,4500.0,2,1,1,yes,no,no,no,no,0.0,no,semi-furnished
3605000,4000.0,2,1,1,yes,no,no,no,no,0.0,yes,semi-furnished
3570000,3150.0,3,1,2,yes,no,yes,no,no,0.0,no,furnished
3570000,4500.0,4,2,2,yes,no,yes,no,no,2.0,no,furnished
3570000,4500.0,2,1,1,no,no,no,no,no,0.0,no,furnished
3570000,3640.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
3535000,3850.0,3,1,1,yes,no,no,no,no,2.0,no,unfurnished
3500000,4240.0,3,1,2,yes,no,no,no,yes,0.0,no,semi-furnished
3500000,3650.0,3,1,2,yes,no,no,no,no,0.0,no,unfurnished
3500000,4600.0,4,1,2,yes,no,no,no,no,0.0,no,semi-furnished
3500000,2135.0,3,2,2,no,no,no,no,no,0.0,no,unfurnished
3500000,3036.0,3,1,2,yes,no,yes,no,no,0.0,no,semi-furnished
3500000,3990.0,3,1,2,yes,no,no,no,no,0.0,no,semi-furnished
3500000,7424.0,3,1,1,no,no,no,no,no,0.0,no,unfurnished
3500000,3480.0,3,1,1,no,no,no,no,yes,0.0,no,unfurnished
3500000,3600.0,6,1,2,yes,no,no,no,no,1.0,no,unfurnished
3500000,3640.0,2,1,1,yes,no,no,no,no,1.0,no,semi-furnished
3500000,5900.0,2,1,1,yes,no,no,,no,1.0,no,furnished
3500000,3120.0,3,1,2,yes,no,no,,no,1.0,no,unfurnished
3500000,7350.0,2,1,1,yes,no,no,no,no,1.0,no,semi-furnished
3500000,3512.0,2,1,1,yes,no,no,no,no,1.0,yes,unfurnished
3500000,9500.0,3,1,2,yes,no,no,,no,3.0,yes,unfurnished
3500000,5880.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
3500000,12944.0,3,1,1,yes,no,no,no,no,0.0,no,unfurnished
3493000,4900.0,3,1,2,no,no,no,no,no,0.0,no,unfurnished
3465000,,3,1,1,yes,no,no,no,no,0.0,no,unfurnished
3465000,5320.0,2,1,1,yes,no,no,no,no,1.0,yes,unfurnished
3465000,2145.0,3,1,3,yes,no,no,no,no,0.0,yes,furnished
3430000,,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
3430000,3185.0,2,1,1,yes,no,no,no,no,2.0,no,unfurnished
3430000,3850.0,3,1,1,yes,no,no,no,no,0.0,no,unfurnished
3430000,2145.0,3,1,3,yes,no,no,no,no,0.0,yes,furnished
3430000,2610.0,3,1,2,yes,no,yes,no,no,0.0,yes,unfurnished
3430000,1950.0,3,2,2,yes,no,yes,no,no,0.0,yes,unfurnished
3423000,4040.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
3395000,4785.0,3,1,2,yes,yes,yes,no,yes,1.0,no,furnished
3395000,3450.0,3,1,1,yes,no,yes,no,no,2.0,no,unfurnished
3395000,3640.0,2,1,1,yes,no,no,no,no,0.0,no,furnished
3360000,3500.0,4,1,2,yes,no,no,no,yes,2.0,no,unfurnished
3360000,4960.0,4,1,3,no,no,no,no,no,0.0,no,semi-furnished
3360000,4120.0,2,1,2,yes,no,no,no,no,0.0,no,unfurnished
3360000,4750.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
3360000,3720.0,2,1,1,no,no,no,no,yes,0.0,no,unfurnished
3360000,3750.0,3,1,1,yes,no,no,no,no,0.0,no,unfurnished
3360000,3100.0,3,1,2,no,no,yes,no,no,0.0,no,semi-furnished
3360000,3185.0,2,1,1,yes,no,yes,no,no,2.0,no,furnished
3353000,2700.0,3,1,1,no,no,no,no,no,0.0,no,furnished
3332000,2145.0,3,1,2,yes,no,yes,no,no,0.0,yes,furnished
3325000,4040.0,2,1,1,yes,no,no,no,no,1.0,no,unfurnished
3325000,4775.0,4,1,2,yes,no,no,no,no,0.0,no,unfurnished
3290000,2500.0,2,1,1,no,no,no,no,yes,0.0,no,unfurnished
3290000,3180.0,4,1,2,yes,no,yes,no,yes,0.0,no,unfurnished
3290000,6060.0,3,1,1,yes,yes,yes,no,no,0.0,no,furnished
3290000,3480.0,4,1,2,no,no,no,no,no,1.0,no,semi-furnished
3290000,3792.0,4,1,2,yes,no,no,no,no,0.0,no,semi-furnished
3290000,4040.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
3290000,2145.0,3,1,2,yes,no,yes,no,no,0.0,yes,furnished
3290000,5880.0,3,1,1,yes,no,no,no,no,1.0,no,unfurnished
3255000,4500.0,2,1,1,no,no,no,no,no,0.0,no,semi-furnished
3255000,3930.0,2,1,1,no,no,no,no,no,0.0,no,unfurnished
3234000,3640.0,4,1,2,yes,no,yes,no,no,0.0,no,unfurnished
3220000,4370.0,3,1,2,yes,no,no,no,no,0.0,no,unfurnished
3220000,2684.0,2,1,1,yes,no,no,no,yes,1.0,no,unfurnished
3220000,4320.0,3,1,1,no,no,no,no,no,1.0,no,unfurnished
3220000,3120.0,3,1,2,no,no,no,no,no,0.0,no,furnished
3150000,3450.0,1,1,1,yes,no,no,no,no,0.0,no,furnished
3150000,3986.0,2,2,1,no,yes,yes,no,no,1.0,no,unfurnished
3150000,3500.0,2,1,1,no,no,yes,no,no,0.0,no,semi-furnished
3150000,4095.0,2,1,1,yes,no,no,no,no,2.0,no,semi-furnished
3150000,1650.0,3,1,2,no,no,yes,no,no,0.0,no,unfurnished
3150000,3450.0,3,1,2,yes,no,yes,no,no,0.0,no,semi-furnished
3150000,6750.0,2,1,1,yes,no,no,no,no,0.0,no,semi-furnished
3150000,9000.0,3,1,2,yes,no,no,no,no,2.0,no,semi-furnished
3150000,3069.0,2,1,1,yes,no,no,no,no,1.0,no,unfurnished
3143000,4500.0,3,1,2,yes,no,no,no,yes,0.0,no,unfurnished
3129000,5495.0,3,1,1,yes,no,yes,no,no,0.0,no,unfurnished
3118850,2398.0,3,1,1,yes,no,no,no,no,0.0,yes,semi-furnished
3115000,3000.0,3,1,1,no,no,no,no,yes,0.0,no,unfurnished
3115000,3850.0,3,1,2,yes,no,no,no,no,0.0,no,unfurnished
3115000,3500.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
3087000,8100.0,2,1,1,yes,no,no,no,no,1.0,no,unfurnished
3080000,4960.0,2,1,1,yes,no,yes,no,yes,0.0,no,unfurnished
3080000,2160.0,3,1,2,no,no,yes,no,no,0.0,no,semi-furnished
3080000,3090.0,2,1,1,yes,yes,yes,no,no,0.0,no,unfurnished
3080000,4500.0,2,1,2,yes,no,no,yes,no,1.0,no,semi-furnished
3045000,3800.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
3010000,3090.0,3,1,2,no,no,no,no,no,0.0,no,semi-furnished
3010000,3240.0,3,1,2,yes,no,no,no,no,2.0,no,semi-furnished
3010000,2835.0,2,1,1,yes,no,no,no,no,0.0,no,semi-furnished
3010000,4600.0,2,1,1,yes,no,no,no,no,0.0,no,furnished
3010000,5076.0,3,1,1,no,no,no,no,no,0.0,no,unfurnished
3010000,3750.0,3,1,2,yes,no,no,no,no,0.0,no,unfurnished
3010000,3630.0,4,1,2,yes,no,no,no,no,3.0,no,semi-furnished
3003000,8050.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
2975000,4352.0,4,1,2,no,no,no,no,no,1.0,no,unfurnished
2961000,3000.0,2,1,2,yes,no,no,no,no,0.0,no,semi-furnished
2940000,5850.0,3,1,2,yes,no,yes,no,no,1.0,no,unfurnished
2940000,4960.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
2940000,3600.0,3,1,2,no,no,no,no,no,1.0,no,unfurnished
2940000,3660.0,4,1,2,no,no,no,no,no,0.0,no,unfurnished
2940000,3480.0,3,1,2,no,no,no,no,no,1.0,no,semi-furnished
2940000,2700.0,2,1,1,no,no,no,no,no,0.0,no,furnished
2940000,3150.0,3,1,2,no,no,no,no,no,0.0,no,unfurnished
2940000,6615.0,3,1,2,yes,no,no,no,no,0.0,no,semi-furnished
2870000,3040.0,2,1,1,no,no,no,no,no,0.0,no,unfurnished
2870000,3630.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
2870000,6000.0,2,1,1,yes,no,no,no,no,0.0,no,semi-furnished
2870000,5400.0,4,1,2,yes,no,no,no,no,0.0,no,unfurnished
2852500,5200.0,4,1,3,yes,no,no,no,no,0.0,no,unfurnished
2835000,3300.0,3,1,2,no,no,no,no,no,1.0,no,semi-furnished
2835000,4350.0,3,1,2,no,no,no,yes,no,1.0,no,unfurnished
2835000,2640.0,2,1,1,no,no,no,no,no,1.0,no,furnished
2800000,2650.0,3,1,2,yes,no,yes,no,no,1.0,no,unfurnished
2800000,3960.0,3,1,1,yes,no,no,no,no,0.0,no,furnished
2730000,6800.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
2730000,4000.0,3,1,2,yes,no,no,no,no,1.0,no,unfurnished
2695000,4000.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
2660000,3934.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
2660000,2000.0,2,1,2,yes,no,no,no,no,0.0,no,semi-furnished
2660000,3630.0,3,3,2,no,yes,no,no,no,0.0,no,unfurnished
2660000,2800.0,3,1,1,yes,no,no,no,no,0.0,no,unfurnished
2660000,2430.0,3,1,1,no,no,no,no,no,0.0,no,unfurnished
2660000,3480.0,2,1,1,yes,no,no,no,no,1.0,no,semi-furnished
2660000,4000.0,3,1,1,yes,no,no,no,no,0.0,no,semi-furnished
2653000,3185.0,2,1,1,yes,no,no,no,yes,0.0,no,unfurnished
2653000,4000.0,3,1,2,yes,no,no,no,yes,0.0,no,unfurnished
2604000,2910.0,2,1,1,no,no,no,no,no,0.0,no,unfurnished
2590000,3600.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
2590000,4400.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
2590000,3600.0,2,2,2,yes,no,yes,no,no,1.0,no,furnished
2520000,2880.0,3,1,1,no,no,no,no,no,0.0,no,unfurnished
2520000,3180.0,3,1,1,no,no,no,no,no,0.0,no,unfurnished
2520000,3000.0,2,1,2,yes,no,no,no,no,0.0,no,furnished
2485000,4400.0,3,1,2,yes,no,no,no,no,0.0,no,unfurnished
2485000,3000.0,3,1,2,no,no,no,no,no,0.0,no,semi-furnished
2450000,3210.0,3,1,2,yes,no,yes,no,no,0.0,no,unfurnished
2450000,3240.0,2,1,1,no,yes,no,no,no,1.0,no,unfurnished
2450000,3000.0,2,1,1,yes,no,no,no,no,1.0,no,unfurnished
2450000,3500.0,2,1,1,yes,yes,no,no,no,0.0,no,unfurnished
2450000,4840.0,2,1,2,yes,no,no,no,no,0.0,no,unfurnished
2450000,7700.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
2408000,3635.0,2,1,1,no,no,no,no,no,0.0,no,unfurnished
2380000,2475.0,3,1,2,yes,no,no,no,no,0.0,no,furnished
2380000,2787.0,4,2,2,yes,no,no,no,no,0.0,no,furnished
2380000,3264.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
2345000,3640.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
2310000,3180.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
2275000,1836.0,2,1,1,no,no,yes,no,no,0.0,no,semi-furnished
2275000,3970.0,1,1,1,no,no,no,no,no,0.0,no,unfurnished
2275000,3970.0,3,1,2,yes,no,yes,no,no,0.0,no,unfurnished
2240000,1950.0,3,1,1,no,no,no,yes,no,0.0,no,unfurnished
2233000,5300.0,3,1,1,no,no,no,no,yes,0.0,yes,unfurnished
2135000,3000.0,2,1,1,no,no,no,no,no,0.0,no,unfurnished
2100000,2400.0,3,1,2,yes,no,no,no,no,0.0,no,unfurnished
2100000,3000.0,4,1,2,yes,no,no,no,no,0.0,no,unfurnished
2100000,3360.0,2,1,1,yes,no,no,no,no,1.0,no,unfurnished
1960000,3420.0,5,1,2,no,no,no,no,no,0.0,no,unfurnished
1890000,1700.0,3,1,2,yes,no,no,no,no,0.0,no,unfurnished
1890000,3649.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
1855000,2990.0,2,1,1,no,no,no,no,no,1.0,no,unfurnished
1820000,3000.0,2,1,1,yes,no,yes,no,no,2.0,no,unfurnished
1767150,2400.0,3,1,1,no,no,no,no,no,0.0,no,semi-furnished
1750000,3620.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
1750000,2910.0,3,1,1,no,no,no,no,no,0.0,no,furnished
1750000,3850.0,3,1,2,yes,no,no,no,no,0.0,no,unfurnished
3500000,5880.0,2,1,1,yes,no,no,no,no,0.0,no,unfurnished
